Category,OTA_TRACE_ID,Field_ID,Internal Parameter,Description,Note
,ADR_PEER_MSG_UL_DCCH_MSG_MEAS_REPORT_EVENT_UE_POSITIONING,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_UL_DCCH_MSG_MEAS_REPORT_TYPE_UNSPECIFIED,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_UL_DCCH_MSG_MEAS_REPORT_PERIODIC,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_UL_DCCH_MSG_MEAS_REPORT_PERIODIC_INTER_RAT_EUTRA,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_UL_DCCH_MSG_MEAS_REPORT_TYPE_UNSPECIFIED,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_UL_DCCH_MSG,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_REPLACE_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_ADD_PSC_1_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_ADD_PSC_2_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_ADD_PSC_3_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_REMOVE_PSC_1_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_REMOVE_PSC_2_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_REMOVE_PSC_3_ASU,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_MEAS_CONTROL_SETUP_xD_xM,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_MEAS_CONTROL_MODIFY_xD_xM,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_MEAS_CONTROL_MODIFY_xD,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_MEAS_CONTROL_RELEASE_xD,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_MEAS_CONTROL_UNSPECIFIED,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_BCCH_FACH_MSG,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_PCCH_MSG,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_CCCH_MSG,OTA_MSG_OFFSET,,,
,ADR_PEER_MSG_DL_DCCH_MSG_TRANSPORT_FORMAT_COMBINATION_CONTROL_TM,OTA_MSG_OFFSET,,,
,URR_PEER_MSG_HANDOVER_TO_UTRAN_COMMAND_MSG,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_ATTACH_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_ATTACH_COMPLETE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_UL_DETACH_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_UL_DETACH_ACCEPT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_TAU_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_TAU_COMPLETE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_EX_SERVICE_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_GUTI_REALLOCATION_COMPLETE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_AUTHENTICATION_RESPONSE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_AUTHENTICATION_FAILURE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_IDENTITY_RESPONSE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_SECURITY_MODE_COMPLETE,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_SECURITY_MODE_REJECT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_UL_EMM_STATUS,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_UL_NAS_TRANSPORT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_UL_GENERIC_NAS_TRANSPORT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_SERVICE_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_SECURITY_MODE_COMMAND,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_ATTACH_ACCEPT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_SERVICE_REJECT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_ATTACH_REJECT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_TAU_REJECT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_TAU_ACCEPT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_DL_DETACH_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_DL_DETACH_ACCEPT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_IDENTITY_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_EMM_INFORMATION,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_DL_EMM_STATUS,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_GUTI_REALLOCATION_COMMAND,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_AUTHENTICATION_REQUEST,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_AUTHENTICATION_REJECT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_CS_SERVICE_NOTIFICATION,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_DL_NAS_TRANSPORT,OTA_MSG_OFFSET,,,
,EMM_NASMSG_PEER_DL_GENERIC_NAS_TRANSPORT,OTA_MSG_OFFSET,,,
,ESM_TRACE_SEND_AIR_MSG,OTA_MSG_OFFSET,,,
,ESM_TRACE_SEND_REJ_MSG,OTA_MSG_OFFSET,,,
,ESM_TRACE_RECV_AIR_MSG,OTA_MSG_OFFSET,,,
,ESM_TRACE_RECV_REJ_MSG,OTA_MSG_OFFSET,,,
,ETC_PEER_DATA_REQ,OTA_MSG_OFFSET,,,
,ETC_PEER_DATA_IND,OTA_MSG_OFFSET,,,
,ETC_PEER_CLOSE_UE_TEST_LOOP,OTA_MSG_OFFSET,,,
,ETC_PEER_OPEN_UE_TEST_LOOP,OTA_MSG_OFFSET,,,
,ETC_PEER_ACTIVATE_TEST_MODE,OTA_MSG_OFFSET,,,
,ETC_PEER_DEACTIVATE_TEST_MODE,OTA_MSG_OFFSET,,,
,ETC_PEER_RESET_UE_POSITIONING_STORED_INFORMATION,OTA_MSG_OFFSET,,,
,ERRC_CEL_PEER_TRC_PAGING,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_MEAS_RPT_S,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_MEAS_RPT_S_N,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_MEAS_RPT_S_N_GSM,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_MEAS_RPT_CGI,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_PROX_IND_LTE,OTA_MSG_OFFSET,,,
,ERRC_MOB_PRT_PEER_TRC_PROX_IND_UMTS,OTA_MSG_OFFSET,,,
,ERRC_RCM_UE_CAP_ENQ_PEER,OTA_MSG_OFFSET,,,
,ERRC_RCM_UE_CAP_INF_PEER,OTA_MSG_OFFSET,,,
,ERRC_SYS_MIB_PEER,OTA_MSG_OFFSET,,,
,ERRC_SYS_SIB1_PEER,OTA_MSG_OFFSET,,,
,ERRC_SYS_SI_PEER,OTA_MSG_OFFSET,,,
,ERRC_SYS_SIB1_SI_ASN1_DEC_ERR,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REQ,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_SETUP,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REJ,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_CMP,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REEST_REQ,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REEST,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REEST_REJ,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_REEST_CMP,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_COUNT_CHECK,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_COUNT_CHECK_RES,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_DL_INFOTRANS,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_UL_INFOTRANS,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_MFROM_R8_HO,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_MFROM_R8_CCO,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_MFROM_R9_HO,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_MFROM_R9_CCO,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_MFROM_R9_CSFB,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_RECONF,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_CONN_RECONF_CMP,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_REL,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_SMC,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_SMC_CMP,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_SMC_FAIL,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_UE_INFO_REQ,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_UE_INFO_RES,OTA_MSG_OFFSET,,,
,ERRC_MSG_RRC_ERROR_MSG,OTA_MSG_OFFSET,,,
